2023-05-15 15:59:44.831 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 44998 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:59:44.834 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:59:45.440 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.964 seconds (JVM running for 1.343)
2023-05-15 15:59:45.442 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:59:45.442 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:59:45.442 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:59:45.442 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:59:45.442 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:59:45.442 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:59:45.443 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:59:45.444 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:59:45.444 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:59:45.553 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:59:45.554 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:03:03.055 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 45601 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:03:03.058 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:03:03.774 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 1.063 seconds (JVM running for 1.44)
2023-05-15 16:03:03.778 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:03:03.778 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:03:03.778 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:03:03.778 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:03:03.778 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:03:03.779 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:03:03.779 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:03:03.780 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:03:03.780 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:03:03.900 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:03:03.901 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:04:46.599 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 45814 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:04:46.601 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:04:47.126 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.848 seconds (JVM running for 1.244)
2023-05-15 16:04:47.130 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:04:47.130 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:04:47.130 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:04:47.130 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:04:47.130 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:04:47.130 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:04:47.130 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:04:47.131 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:04:47.131 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:04:47.254 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:04:47.254 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:05:51.701 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 45965 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:05:51.704 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:05:52.201 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.845 seconds (JVM running for 1.28)
2023-05-15 16:05:52.203 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:05:52.204 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:05:52.204 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:05:52.204 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:05:52.204 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:05:52.204 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:05:52.204 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:05:52.205 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:05:52.205 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:05:52.333 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:05:52.334 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:07:01.110 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 46169 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:07:01.112 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:07:01.572 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.78 seconds (JVM running for 1.161)
2023-05-15 16:07:01.574 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:07:01.575 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:07:01.575 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:07:01.575 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:07:01.575 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:07:01.575 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:07:01.575 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:07:01.576 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:07:01.576 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:07:01.686 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:07:01.686 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:07:33.205 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 46321 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:07:33.207 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:07:33.716 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.862 seconds (JVM running for 1.262)
2023-05-15 16:07:33.719 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:07:33.719 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:07:33.719 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:07:33.719 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:07:33.719 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:07:33.719 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:07:33.719 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:07:33.720 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:07:33.720 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:07:33.824 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:07:33.825 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:11:37.040 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 46587 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:11:37.043 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:11:37.567 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.856 seconds (JVM running for 1.261)
2023-05-15 16:11:37.571 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:11:37.571 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:11:37.571 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:11:37.571 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:11:37.571 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:11:37.571 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:11:37.571 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:11:37.572 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:11:37.572 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:11:37.682 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:11:37.683 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:11:59.300 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 46753 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:11:59.302 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:11:59.823 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.904 seconds (JVM running for 1.273)
2023-05-15 16:11:59.827 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:11:59.827 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:11:59.827 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:11:59.827 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:11:59.827 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:11:59.827 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:11:59.827 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:11:59.828 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:11:59.828 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:11:59.955 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:11:59.956 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:12:17.935 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 46900 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:12:17.937 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:12:18.468 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.886 seconds (JVM running for 1.255)
2023-05-15 16:12:18.470 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:12:18.471 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:12:18.471 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:12:18.471 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:12:18.471 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:12:18.471 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:12:18.471 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:12:18.472 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:12:18.472 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:12:18.582 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:12:18.582 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:13:07.072 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 47068 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:13:07.076 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:13:07.584 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.859 seconds (JVM running for 1.289)
2023-05-15 16:13:07.587 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:13:07.588 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:13:07.588 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:13:07.588 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:13:07.588 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:13:07.588 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:13:07.588 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:13:07.589 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:13:07.589 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:13:07.699 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:13:07.699 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:14:04.832 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 47222 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:14:04.836 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:14:05.400 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.893 seconds (JVM running for 1.255)
2023-05-15 16:14:05.403 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:14:05.403 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:14:05.403 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:14:05.403 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:14:05.403 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:14:05.403 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:14:05.403 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:14:05.404 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:14:05.404 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:14:05.509 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:14:05.509 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:14:45.082 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 47384 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:14:45.084 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:14:45.619 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.856 seconds (JVM running for 1.191)
2023-05-15 16:14:45.622 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:14:45.622 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:14:45.622 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:14:45.622 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:14:45.622 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:14:45.622 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:14:45.622 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:14:45.623 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:14:45.623 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:14:45.733 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:14:45.733 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:15:08.449 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 47517 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:15:08.452 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:15:08.965 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.828 seconds (JVM running for 1.211)
2023-05-15 16:15:08.967 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:15:08.967 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:15:08.967 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:15:08.968 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:15:08.968 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:15:08.968 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:15:08.968 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:15:08.969 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:15:08.969 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:15:09.073 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:15:09.073 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:17:15.679 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 47777 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:17:15.681 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:17:16.289 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.976 seconds (JVM running for 1.49)
2023-05-15 16:17:16.292 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:17:16.292 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:17:16.292 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:17:16.292 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:17:16.292 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:17:16.292 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:17:16.292 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:17:16.293 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:17:16.293 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:17:16.424 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:17:16.424 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:20:37.728 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 48190 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:20:37.730 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:20:38.248 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.884 seconds (JVM running for 1.244)
2023-05-15 16:20:38.251 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:20:38.251 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:20:38.251 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:20:38.251 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:20:38.251 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:20:38.251 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:20:38.251 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:20:38.252 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:20:38.253 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:20:38.365 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:20:38.365 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 16:20:58.700 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 48320 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 16:20:58.703 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 16:20:59.270 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.937 seconds (JVM running for 1.358)
2023-05-15 16:20:59.273 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:20:59.273 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 16:20:59.273 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 16:20:59.273 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 16:20:59.273 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 16:20:59.273 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 16:20:59.273 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 16:20:59.274 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 16:20:59.274 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 16:20:59.404 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 16:20:59.404 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
