2023-05-15 15:09:23.368 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 39914 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:09:23.370 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:09:23.786 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.698 seconds (JVM running for 1.014)
2023-05-15 15:09:23.788 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:09:23.788 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:09:23.788 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:09:23.788 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:09:23.788 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:09:23.788 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:09:23.788 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:09:23.789 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:09:23.790 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:09:23.901 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:09:23.902 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:10:34.931 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 40141 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:10:34.933 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:10:35.400 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.746 seconds (JVM running for 1.042)
2023-05-15 15:10:35.402 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:10:35.402 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:10:35.402 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:10:35.402 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:10:35.402 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:10:35.402 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:10:35.402 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:10:35.403 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:10:35.403 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:10:35.509 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:10:35.509 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:11:04.762 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 40366 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:11:04.765 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:11:05.250 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.789 seconds (JVM running for 1.092)
2023-05-15 15:11:05.252 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:11:05.252 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:11:05.252 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:11:05.252 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:11:05.252 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:11:05.252 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:11:05.252 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:11:05.253 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:11:05.253 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:11:05.389 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:11:05.390 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:11:27.968 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 40469 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:11:27.970 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:11:28.438 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.741 seconds (JVM running for 1.045)
2023-05-15 15:11:28.439 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:11:28.440 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:11:28.440 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:11:28.440 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:11:28.440 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:11:28.440 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:11:28.440 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:11:28.441 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:11:28.441 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:11:28.567 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:11:28.568 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:40:57.357 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 42198 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:40:57.359 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:40:58.250 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 1.229 seconds (JVM running for 1.673)
2023-05-15 15:40:58.253 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:40:58.253 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:40:58.253 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:40:58.253 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:40:58.253 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:40:58.253 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:40:58.253 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:40:58.254 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:40:58.254 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:40:58.363 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:40:58.363 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:41:20.500 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 42387 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:41:20.502 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:41:21.014 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.856 seconds (JVM running for 1.247)
2023-05-15 15:41:21.016 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:41:21.016 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:41:21.016 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:41:21.016 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:41:21.016 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:41:21.016 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:41:21.016 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:41:21.017 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:41:21.017 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:41:21.132 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:41:21.132 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:41:55.271 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 42598 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:41:55.273 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:41:56.789 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 1.837 seconds (JVM running for 2.229)
2023-05-15 15:41:56.792 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:41:56.792 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:41:56.792 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:41:56.792 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:41:56.792 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:41:56.792 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:41:56.793 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:41:56.794 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:41:56.794 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:41:56.914 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:41:56.914 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:42:15.584 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 42729 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:42:15.586 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:42:16.197 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.947 seconds (JVM running for 1.322)
2023-05-15 15:42:16.200 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:42:16.200 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:42:16.200 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:42:16.200 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:42:16.200 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:42:16.200 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:42:16.200 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:42:16.201 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:42:16.201 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:42:16.326 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:42:16.326 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:43:05.767 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 42931 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:43:05.769 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:43:06.293 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.869 seconds (JVM running for 1.235)
2023-05-15 15:43:06.296 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:43:06.296 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:43:06.296 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:43:06.296 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:43:06.296 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:43:06.296 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:43:06.296 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:43:06.298 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:43:06.298 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:43:06.412 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:43:06.412 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:43:39.443 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 43100 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:43:39.445 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:43:39.960 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.871 seconds (JVM running for 1.266)
2023-05-15 15:43:39.963 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:43:39.963 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:43:39.963 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:43:39.963 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:43:39.963 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:43:39.963 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:43:39.964 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:43:39.965 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:43:39.965 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:43:40.094 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:43:40.094 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:44:59.412 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 43250 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:44:59.414 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:45:00.937 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 1.862 seconds (JVM running for 2.281)
2023-05-15 15:45:00.939 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:45:00.939 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:45:00.940 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:45:00.940 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:45:00.940 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:45:00.940 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:45:00.940 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:45:00.941 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:45:00.941 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:45:01.056 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:45:01.056 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:55:59.094 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 44004 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:55:59.096 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:55:59.552 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.798 seconds (JVM running for 1.184)
2023-05-15 15:55:59.554 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:55:59.555 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:55:59.555 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:55:59.555 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:55:59.555 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:55:59.555 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:55:59.555 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:55:59.556 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:55:59.556 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:55:59.659 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:55:59.659 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:56:37.680 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 44178 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:56:37.683 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:56:38.241 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.911 seconds (JVM running for 1.265)
2023-05-15 15:56:38.244 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:56:38.244 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:56:38.244 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:56:38.245 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:56:38.245 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:56:38.245 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:56:38.245 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:56:38.246 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:56:38.246 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:56:38.356 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:56:38.357 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:57:04.595 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 44408 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:57:04.597 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:57:05.098 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.831 seconds (JVM running for 1.204)
2023-05-15 15:57:05.102 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:57:05.102 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:57:05.102 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:57:05.102 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:57:05.102 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:57:05.102 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:57:05.102 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:57:05.104 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:57:05.104 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:57:05.218 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:57:05.219 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:57:47.570 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 44591 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:57:47.572 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:57:48.181 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.975 seconds (JVM running for 1.361)
2023-05-15 15:57:48.184 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:57:48.184 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:57:48.184 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:57:48.184 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:57:48.184 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:57:48.184 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:57:48.184 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:57:48.185 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:57:48.185 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:57:48.298 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:57:48.298 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
2023-05-15 15:58:36.322 [main] INFO  c.s.stt.SpeachToTextApplication - Starting SpeachToTextApplication using Java 1.8.0_362 on LAP-PRAJWALS with PID 44761 (/home/prajwal.sonawane/Desktop/Speach-to-Text/target/classes started by prajwal.sonawane in /home/prajwal.sonawane/Desktop/Speach-to-Text)
2023-05-15 15:58:36.325 [main] INFO  c.s.stt.SpeachToTextApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-15 15:58:36.865 [main] INFO  c.s.stt.SpeachToTextApplication - Started SpeachToTextApplication in 0.885 seconds (JVM running for 1.262)
2023-05-15 15:58:36.868 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:58:36.869 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system :Linux
2023-05-15 15:58:36.869 [main] INFO  c.s.stt.SpeachToTextApplication - Java version :1.8.0_362
2023-05-15 15:58:36.869 [main] INFO  c.s.stt.SpeachToTextApplication - Operating system architecture :amd64
2023-05-15 15:58:36.869 [main] INFO  c.s.stt.SpeachToTextApplication - Java Home :/usr/lib/jvm/java-8-openjdk-amd64/jre
2023-05-15 15:58:36.869 [main] INFO  c.s.stt.SpeachToTextApplication - System username :prajwal.sonawane
2023-05-15 15:58:36.869 [main] INFO  c.s.stt.SpeachToTextApplication - --------------------- System Information ---------------------
2023-05-15 15:58:36.870 [main] INFO  c.s.stt.user.AunthenticateUser - User Authenticating
2023-05-15 15:58:36.870 [main] INFO  c.s.stt.user.AunthenticateUser - reading user data from file
2023-05-15 15:58:36.979 [main] INFO  c.s.stt.user.AunthenticateUser - read data sucessfully from file
2023-05-15 15:58:36.980 [main] INFO  c.s.stt.SpeachToTextApplication - User Authenticated Sucessfully
